External_ID_Vod_c,Name,Mission_c,Website,POL_KOL_Phone_C,POL_KOL_Email_C,Organization_Type_c,Latest990_C,KRM_Legal_Entity_c,Total_Revenue_000_c,KRM_CHANGE_STATUS_C,KRM_CHANGE_DATE_C,RECORDTYPEID,LASTNAME,FIRSTNAME,SALUTATION,EXTERNAL_ID_VOD_C,MIDDLE_VOD_C,SUFFIX_VOD_C,KOL_CREDENTIALS_OLR_C,City_vod_c,Country_vod_c,Zip_vod_c,State_vod_c,Address_line_2_vod_c,External_Id_Vod_c,EIN,Account_Vod_C,Leader_Name,FROM_ACCOUNT_VOD_C,ROLE_VOD_C,TO_ACCOUNT_VOD_C
521444968,2107 Wilson Blvd Ste 700,Aaps advances the capacity of pharmaceutical scientists to develop products and therapies that improve global health.,www.aaps.org,703-243-2800,,E60 - Health -- General and Rehabilitative,2019,501(c)(3),10419886,Published,3/10/2020,01203000000CijdAAC,Morris,Tina,,TINA MORRIS-521444968-UNAVAILABLE,,,,Arlington,United States,22201-3042,VA,,EIN-521444968,521444968,,TINA MORRIS-521444968-UNAVAILABLE,,UNAVAILABLE,
131926773,"C/O St Johns University 8000 Utopia  Jamaica, Ny 11439-0001",Chemical education and professional development in the field of chemistry.,www.newyorkacs.org,516-783-6281,,"U33 - Science and Technology Research Institutes, Services",2018,501(c)(3),767341,Published,3/10/2020,01203000000CijdAAC,Serafin,Joseph,,JOSEPH SERAFIN-131926773-UNAVAILABLE,,,MA,Jamaica,United States,11439-0001,NY,,EIN-131926773,131926773,,JOSEPH SERAFIN-131926773-UNAVAILABLE,,UNAVAILABLE,
521746232,"8455 Colesville Road, Suite 740","The mission of the american college health foundation (achf) is to promote, improve and advance the health, well-being and overall success of college students. the achf will accomplish this mission by funding sustainable college health initiatives and programs, including education, research, advocacy and professional development in partnership with the american college health association and its members.",https://www.acha.org/acha/foundation/acha/foundation/achf_home.aspx,410-684-5276,,B11 - Educational Institutions,2019,501(c)(3),393717,Published,3/10/2020,01203000000CijdAAC,Klein,Kelyn,,KELYN KLEIN-521746232-UNAVAILABLE,,,,Silver Spring,United States,20910,MD,,EIN-521746232,521746232,,KELYN KLEIN-521746232-UNAVAILABLE,,UNAVAILABLE,
421318046,505 5th Ave,To promote family physicians.,,,,"G90 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-421318046-UNAVAILABLE,,,,Des Moines,United States,50309-2324,IA,,EIN-421318046,421318046,,NAN NAN-421318046-UNAVAILABLE,,UNAVAILABLE,
237147413,563 Carter Ct Ste B,Promote and enhance the emergency physicians profession.,,,,"G90 - Diseases, Disorders, Medical Disciplines",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,,,,NAN NAN-237147413-UNAVAILABLE,,,,Kimberly,United States,54136-2201,WI,,EIN-237147413,237147413,,NAN NAN-237147413-UNAVAILABLE,,UNAVAILABLE,
382186986,6647 W St Joe Hwy,To support quality emergency care and to promote the interests and values of emergency physicians in the state of michigan.,www.mcep.org,517-327-5700,,"G90 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),778578,Published,3/10/2020,01203000000CijdAAC,Chandler,Belinda,,BELINDA CHANDLER-382186986-UNAVAILABLE,,,,Lansing,United States,48917-9646,MI,,EIN-382186986,382186986,,BELINDA CHANDLER-382186986-UNAVAILABLE,,UNAVAILABLE,
943115928,PO Box 486,"To promote and advance the standards of family practice in the field of osteopathic medicine and surgery, to encourage and improve the educational opportunities for the training of family physicians in osteopathic medicine and surgery.",www.acofpca.org,800-379-9292,,E22 - Health -- General and Rehabilitative,2019,501(c)(3),807027,Published,3/10/2020,01203000000CijdAAC,Barag,Steven,,STEVEN BARAG-943115928-UNAVAILABLE,,,,Rancho Cucamonga,United States,91730,CA,,EIN-943115928,943115928,,STEVEN BARAG-943115928-UNAVAILABLE,,UNAVAILABLE,
366108149,96 Chester St,"To further the educational and scientific progress in the specialty of laboratory animal medicine and to encourage education, training, research, and establish certification standards in the field of laboratory animal medicine.",www.aclam.org,603-887-2467,,D03 - Animal -- Related,2019,501(c)(3),762334,Published,3/10/2020,01203000000CijdAAC,Balk,Melvin,Dr,MELVIN BALK-366108149-UNAVAILABLE,,,,Chester,United States,03036-4305,NH,,EIN-366108149,366108149,,MELVIN BALK-366108149-UNAVAILABLE,,UNAVAILABLE,
237111697,2209 Dickens Rd,The primary purpose of the organization is to foster and stimulate improvement in all aspects of the health and well-being of children which properly comes within the scope of the speciality of pediatrics.,http://www.acopeds.org/,804-565-6333,,"G90 - Diseases, Disorders, Medical Disciplines",2018,501(c)(3),411908,Published,3/10/2020,01203000000CijdAAC,Hinckley,Stewart,,STEWART HINCKLEY-237111697-UNAVAILABLE,,,,Richmond,United States,23230-2005,VA,,EIN-237111697,237111697,,STEWART HINCKLEY-237111697-UNAVAILABLE,,UNAVAILABLE,
510223690,1121 Vegas Ct,To enhance the quality and effectiveness of health care by fostering excellence and professionalism in the practice of medicine,www.acponline.org/about_acp/chapters/v,540-631-0426,,E03 - Health -- General and Rehabilitative,2020,501(c)(3),111851,Published,3/10/2020,01203000000CijdAAC,Lewis,W,,W LEWIS-510223690-UNAVAILABLE,,,,Charlottesville,United States,22901-3739,VA,,EIN-510223690,510223690,,W LEWIS-510223690-UNAVAILABLE,,UNAVAILABLE,
208601897,13337 Glen Taylor Ln,To inform mainstream consumers on important issues that affect their lives by providing consumer news and research.,www.theamericanconsumer.org,703-471-3954,,B99 - Education,2019,501(c)(3),631480,Published,3/10/2020,01203000000CijdAAC,Pociask,Stephen,,STEPHEN POCIASK-208601897-UNAVAILABLE,,,,Herndon,United States,20171-4049,VA,,EIN-208601897,208601897,,STEPHEN POCIASK-208601897-UNAVAILABLE,,UNAVAILABLE,
131889074,14 East 60th Street,"The american council on germany (acg) is an independent, nonpartisan nonprofit organization that was founded in 1952 to strengthen german-american relations. today, the acg works across generations to provide a deeper, more nuanced understanding about germany, europe, and the importance of the transatlantic partnership. through a range of programs and activities, the acg addresses the most pressing economic, political, and social challenges of the day to ensure better mutual understanding.",www.acgusa.org,212-826-3636,,"Q20 - International, Foreign Affairs, and National Security",2018,501(c)(3),1895831,Published,3/10/2020,01203000000CijdAAC,Sokol,Steven,Dr,STEVEN SOKOL-131889074-CEO,,,,New York,United States,10022,NY,Suite 1000,EIN-131889074,131889074,,STEVEN SOKOL-131889074-CEO,,CEO,
530218495,1789 Massachusetts Avenue NW,"The american enterprise institute is a community of scholars, staff, and supporters committed to expanding liberty, increasing individual opportunity, and strengthening free enterprise. aei pursues these unchanging ideals through independent thinking, open debate, reasoned argument, and the highest standards of fact-based research. without regard for politics or prevailing fashion, we dedicate our work to a more prosperous, safer, and more democratic nation and world.",www.aei.org,202-862-5800,,"W05 - Public, Society Benefit",2019,501(c)(3),51439296,Published,3/10/2020,01203000000CijdAAC,Doar,Robert,Mr,ROBERT DOAR-530218495-UNAVAILABLE,,,DO,Washington,United States,20036,DC,,EIN-530218495,530218495,,ROBERT DOAR-530218495-UNAVAILABLE,,UNAVAILABLE,
131568923,One Battery Park Plaza,"American friends of the hebrew university is a national, not-for-profit, 501(c)3 corporation.  afhu's mission is to strengthen the hebrew university by helping to provide the academic and capital resources that ensure the latter's national and international pre-eminence in higher education and research.  afhu is further committed to perpetuating the intellectual and educational traditions of the jewish people as embodied in the activities of, and resources at, the hebrew university of jerusalem.",www.afhu.org,212-607-8500,,B11 - Educational Institutions,2019,501(c)(3),83507207,Published,3/10/2020,01203000000CijdAAC,Mccoy,Beth,Ms,BETH MCCOY-131568923-EXECUTIVE DIRECTOR,,,MS,New York,United States,10004,NY,25th Fl,EIN-131568923,131568923,,BETH MCCOY-131568923-EXECUTIVE DIRECTOR,,Executive Director,
260620554,6750 Westown Pkwy Ste 200-156,American future fund works to promote conservative free market principles to the citizens of america.,www.americanfuturefund.com,515-661-4233,,"W24 - Public, Society Benefit -- Multipurpose and Other",2018,501(c)(3),18348315,Published,3/10/2020,01203000000CijdAAC,Gerber,Lindsay,,LINDSAY GERBER-260620554-UNAVAILABLE,,,,West Des Moines,United States,50266-7723,IA,,EIN-260620554,260620554,,LINDSAY GERBER-260620554-UNAVAILABLE,,UNAVAILABLE,
364477156,1932 S. Halsted,"To strongly encourage and promote scientific research in the field of the normal and disordered hair growth.

to promote dissemination of state of the art knowledge on hair biology and medical hair disorders.

to promote interdisciplinary interaction between basic scientists and clinicians through - regular meetings, -publications and - innovative communication.

to establish links with other international hair research societies and to arrange combined meetings on a periodic basis.

to educate both our colleagues and the public on hair biology and the pathophysiology and treatment of hair related conditions.

to create and maintain a database of hair disorders that will foster greater enhanced communication between bench scientists, clinicians, industry, patient support societies.",http://www.americanhairresearchsociety.org,630-578-3991,,H90 - Medical Research,2019,501(c)(3),112848,Published,3/10/2020,01203000000CijdAAC,Ceh,Victoria,,VICTORIA CEH-364477156-UNAVAILABLE,,,,Chicago,United States,60608,IL,#413,EIN-364477156,364477156,,VICTORIA CEH-364477156-UNAVAILABLE,,UNAVAILABLE,
520140979,2900 Crystal Drive,"The mission of the american legislative exchange council (alec) is to advance free markets, limited government and federalism. alec americas largest nonpartisan, voluntary membership organization of state legislators dedicated to the jeffersonian principles. comprised of nearly one-quarter of the countrys state legislators and stakeholders from across the policy spectrum, alec members represent more than 60 million americans and provide jobs to more than 30 million people in the united states.
",www.alec.org,703-373-0933,,"Y99 - Mutual/Membership Benefit Organizations, Other",2018,501(c)(3),9357918,Published,3/10/2020,01203000000CijdAAC,Nelson,Lisa,,LISA NELSON-520140979-UNAVAILABLE,,,,Arlington,United States,22202,VA,Suite 600,EIN-520140979,520140979,,LISA NELSON-520140979-UNAVAILABLE,,UNAVAILABLE,
540536002,1 Prince St,"Amga, inc. improves healthcare for patients by supporting multispecialty medical groups and other organized systems of care.",www.amga.org,703-838-0033,,"S11 - Community Improvement, Capacity Building",2018,501(c)(3),12223964,Published,3/10/2020,01203000000CijdAAC,Penso,Jerrold,,JERROLD PENSO-540536002-UNAVAILABLE,,,,Alexandria,United States,22314-3354,VA,,EIN-540536002,540536002,,JERROLD PENSO-540536002-UNAVAILABLE,,UNAVAILABLE,
136163539,AMWA,"The american medical womens association is an organization which functions at the local, national, and international level to advance women in medicine, advocate for equity, and ensure excellence in healthcare.  we achieve this by providing and developing leadership, advocacy, education, expertise, mentoring, and strategic alliances.",www.amwa-doc.org,847-517-2801,,E70 - Health -- General and Rehabilitative,2018,501(c)(3),833658,Published,3/10/2020,01203000000CijdAAC,Chin,Eliza,Dr,ELIZA CHIN-136163539-EXECUTIVE DIRECTOR,,,,Schaumburg,United States,60173,IL,"1100 E Woodfield Road, Suite 350",EIN-136163539,136163539,,ELIZA CHIN-136163539-EXECUTIVE DIRECTOR,,Executive Director,
136162659,200 Central Park West,"The mission of the american museum of natural history is ""to discover, interpret, and disseminate - through scientific research and education - knowledge about human cultures, the natural world, and the universe.""",www.amnh.org,212-769-5100,,"A56 - Arts, Culture, and Humanities",2019,501(c)(3),219056859,Published,3/10/2020,01203000000CijdAAC,Futter,Ellen,Ms,ELLEN FUTTER-136162659-UNAVAILABLE,,,MS,New York,United States,10004,NY,,EIN-136162659,136162659,,ELLEN FUTTER-136162659-UNAVAILABLE,,UNAVAILABLE,
131893923,8515 Georgia Ave Ste 400,To advance and promote the improvement of health standards and the standards of nursing and to stimulate and promote the professional development of nurses.,wwww.nursingworld.org,301-628-5000,,E90 - Health -- General and Rehabilitative,2018,501(c)(3),37141348,Published,3/10/2020,01203000000CijdAAC,Cole,Loressa,,LORESSA COLE-131893923-UNAVAILABLE,,,,Silver Spring,United States,20910-3492,MD,,EIN-131893923,131893923,,LORESSA COLE-131893923-UNAVAILABLE,,UNAVAILABLE,
362170786,142 E Ontario St Fl 10,The aoa's mission is to advance the distinctive philosophy and practice of osteopathic medicine.,www.osteopathic.org,312-202-8115,,"G90 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),45593311,Published,3/10/2020,01203000000CijdAAC,Do ejd,Kevin,,KEVIN DO EJD-362170786-UNAVAILABLE,,,"DO, JD",Chicago,United States,60611-8710,IL,,EIN-362170786,362170786,,KEVIN DO EJD-362170786-UNAVAILABLE,,UNAVAILABLE,
366056120,142 E Ontario St Ste 1450,The mission of the american osteopathic foundation is to support programs and services that promote osteopathic medicine and enhance patient-centered care.,www.aof.org,312-202-8234,,"G90 - Diseases, Disorders, Medical Disciplines",2019,501(c)(3),2780723,Published,3/10/2020,01203000000CijdAAC,Levine,Martin,,MARTIN LEVINE-366056120-UNAVAILABLE,,,"DO, MA",Chicago,United States,60611-5277,IL,,EIN-366056120,366056120,,MARTIN LEVINE-366056120-UNAVAILABLE,,UNAVAILABLE,
521180177,8735 W Higgins Rd Ste 300,"The american pain society isa multidisciplinary community that brings together a diverse group of scientists, clinicians and other professionals to increase the knowledge of pain and transform public policy and clinical practice to reduce pain-related suffering",www.americanpainsociety.org,847-375-4715,,"G90 - Disease, Disorders, Medical Disciplines",2018,501(c)(3),1714151,Published,3/10/2020,01203000000CijdAAC,Desmond,Michael,,MICHAEL DESMOND-521180177-UNAVAILABLE,,,,Chicago,United States,60631,IL,,EIN-521180177,521180177,,MICHAEL DESMOND-521180177-UNAVAILABLE,,UNAVAILABLE,
530204660,6120 Executive Blvd.,"The american physiological society is a global leader in expanding knowledge related to biological function. we connect a multidisciplinary community of nearly 10,000 scientists and educators from around the world, driving collaboration and spotlighting scientific discoveries in physiology and related disciplines. our members are advancing treatments and cures for everything from cancer and heart disease, to obesity and addiction. they are also deepening our insight into living organisms generally, helping us to better understand how things like climate change are affecting the world around us.",http://www.the-aps.org,301-634-7164,,"Y03 - Mutual/Membership Benefit Organizations, Other",2018,501(c)(3),23134640,Published,3/10/2020,01203000000CijdAAC,Steen,Scott,,SCOTT STEEN-530204660-UNAVAILABLE,,,OT,Rockville,United States,20852,MD,Suite 600,EIN-530204660,530204660,,SCOTT STEEN-530204660-UNAVAILABLE,,UNAVAILABLE,
530239502,9312 Old Georgetown Rd,The association advances and advocates for the specialty of podiatric medicine and surgery for the benefit of its members and the health of the public.,www.apma.org,301-581-9200,,E03 - Health -- General and Rehabilitative,2019,501(c)(3),13427116,Published,3/10/2020,01203000000CijdAAC,Christina,James,,JAMES CHRISTINA-530239502-UNAVAILABLE,,,DPM,Bethesda,United States,20814-1621,MD,,EIN-530239502,530239502,,JAMES CHRISTINA-530239502-UNAVAILABLE,,UNAVAILABLE,
130433740,800 Maine Ave SW,"As the charitable foundation of the american psychiatric association, we
             raise awareness and overcome barriers
             invest in the future leaders of psychiatry
             support research and training to improve mental health care
             lead partnerships to address public challenges in mental health",apafdn.org,202-559-3888,,"F80 - Mental Health, Crisis Intervention",2018,501(c)(3),7820697,Published,3/10/2020,01203000000CijdAAC,Gillison,Daniel,,DANIEL GILLISON-130433740-EXECUTIVE DIRECTOR,,,,Washington,United States,20024,DC,Ste 900,EIN-130433740,130433740,,DANIEL GILLISON-130433740-EXECUTIVE DIRECTOR,,Executive Director,
942292868,605 Market St Ste 1111,"Asa is the go-to source to cultivate leadership, advance knowledge and strengthen the skills of our members and others who work with and on behalf of older adults.",http://www.asaging.org,415-974-9600,,"Y03 - Mutual/Membership Benefit Organizations, Other",2019,501(c)(3),3315774,Published,3/10/2020,01203000000CijdAAC,Kaldes,Peter,Mr,PETER KALDES-942292868-CEO,,,,San Francisco,United States,94105,CA,,EIN-942292868,942292868,,PETER KALDES-942292868-CEO,,CEO,
131893906,"230 West 41st Street, Suite 1101","The american theatre wing advances the future of american theatre by celebrating excellence and nurturing the next generation: on stage, behind the scenes, and in the audience. we pursue this mission through programs that support theatrical excellence and inclusivity, and educate and engage the next generation of practitioners and audiences. for over 100 years, the wing has been an integral part of the american theatrical community, providing critical support and recognition that has allowed the theatre to thrive.",www.americantheatrewing.org,212-765-0606,,"A65 - Arts, Culture, and Humanities",2019,501(c)(3),3678004,Published,3/10/2020,01203000000CijdAAC,Hitchens,Heather,Ms,HEATHER HITCHENS-131893906-EXECUTIVE DIRECTOR,,,MS,New York,United States,10036,NY,,EIN-131893906,131893906,,HEATHER HITCHENS-131893906-EXECUTIVE DIRECTOR,,Executive Director,
311577324,1101 Connecticut Ave NW Ste 400,"Atr foundation is a philanthropic organization dedicated to fighting for greater fairness, efficiency, and predictability to the u.s. civil justice system. atrf seeks to accomplish this by educating the general public, the media, and policymakers about the need for a balanced civil justice system.",www.atrafoundation.org,,,"I50 - Crime, Legal Related",2018,501(c)(3),,Published,3/10/2020,01203000000CijdAAC,Joyce,Sherman,,SHERMAN JOYCE-311577324-UNAVAILABLE,,,MA,Washington,United States,20036-4351,DC,,EIN-311577324,311577324,,SHERMAN JOYCE-311577324-UNAVAILABLE,,UNAVAILABLE,
521403587,722 12th St. NW,To increase public awareness about the size and regulations of government and rallying support for lower taxes and smaller government.,www.atr.org,202-785-0266,,"W01 - Public, Society Benefit",2018,501(c)(3),6861744,Published,3/10/2020,01203000000CijdAAC,Norquist,Grover,,GROVER NORQUIST-521403587-UNAVAILABLE,,,,Washington,United States,20005,DC,4th Floor,EIN-521403587,521403587,,GROVER NORQUIST-521403587-UNAVAILABLE,,UNAVAILABLE,
521615853,4720 Montgomery Ln Ste 500,"Amia, the leading professional association for informatics professionals, serves as the voice of the nation's top biomedical and health informatics professionals and plays an important role in medicine, health care, and science, encouraging the use of data, information and knowledge to improve both human health and delivery of healthcare services.",www.amia.org,301-657-1291,,E99 - Health -- General and Rehabilitative,2019,501(c)(3),7293096,Published,3/10/2020,01203000000CijdAAC,Greenwood,Karen,,KAREN GREENWOOD-521615853-UNAVAILABLE,,,OD,Bethesda,United States,20814-3683,MD,,EIN-521615853,521615853,,KAREN GREENWOOD-521615853-UNAVAILABLE,,UNAVAILABLE,
